G,U,X,Y
F,1.629,12.572,9.366
M,2.237,3.039,3.34
M,1.204,2.824,3.531
F,2.02,3.306,3.639
F,5.09,10.283,8.026
M,4.93,6.659,5.722
F,3.821,9.079,6.859
M,2.541,3.738,4.338
M,13.854,12.3,9.468
F,2.028,3.717,3.691
F,1.266,3.157,3.782
M,51.51,42.568,27.258
M,5.926,6.283,10.085
F,3.835,6.111,7.583
F,2.99,3.642,4.209
F,6.6,7.397,5.874
F,1.632,3.288,4.385
F,2.024,2.826,3.563
F,265.92,226.409,137.947
F,1.572,6.827,6.801
M,12.83,11.616,9.0
M,2.759,3.545,3.915
F,1.064,2.983,6.14
M,2.403,3.314,4.01
M,4.213,4.684,4.242
M,3.91,4.704,4.296
M,8.874,8.375,6.46
M,1.194,2.779,3.113
F,1.07,18.986,12.889
F,5.078,7.318,5.852
M,2.012,5.298,5.403
F,1.699,3.482,3.878
F,1.407,21.01,15.357
F,1.236,7.282,9.577
M,4.948,5.421,4.75
M,2.865,3.725,5.222
M,1.198,2.389,2.875
F,1.319,23.032,15.461
F,2.142,3.029,3.503
F,1.043,2.104,7.959
F,1.192,7.241,6.446
M,624.768,501.238,302.487
F,7.396,8.52,6.958
F,9.973,13.074,10.393
M,1.202,2.404,3.162
M,2.989,4.67,6.729
F,1.094,12.512,9.004
F,2.28,9.828,8.727
M,5.132,6.226,5.159
M,1.652,2.585,3.197
F,2.22,7.692,7.016
M,1.339,3.891,4.43
F,2.678,5.037,4.646
F,10.201,16.385,11.636
F,1.333,3.559,5.056
F,1.71,3.939,5.115
M,2.388,4.259,4.967
F,1.376,4.067,3.974
F,11.784,10.639,11.316
M,9.402,8.84,7.09
M,4.469,6.159,5.214
M,6.142,6.121,6.423
M,1.323,2.811,4.278
F,1.937,2.798,4.417
F,2.558,3.764,3.917
F,6.946,15.507,11.464
M,1.666,2.817,4.374
F,2.617,3.454,3.908
F,1.645,2.867,3.199
M,1.485,3.664,9.792
M,2.138,3.472,3.849
F,1.898,19.19,14.052
F,14.479,13.92,9.825
M,8.836,8.529,6.728
F,2.69,4.105,4.324
F,1.469,2.994,3.494
M,4.09,4.493,4.219
F,1.21,11.85,22.763
F,13.502,24.883,18.445
M,1.457,3.495,4.162
M,1.464,2.614,3.165
M,1.037,3.418,4.027
F,1.749,3.278,4.305
M,3.457,6.163,6.274
F,4.958,6.526,11.04
M,1.093,2.262,8.03
M,9.787,9.27,7.892
M,3.823,4.426,5.702
F,3.729,5.592,5.117
M,1.18,3.539,4.096
M,1.154,3.572,4.373
M,9.46,8.853,7.174
F,1.202,3.771,3.869
F,2.682,5.317,6.816
M,2.146,2.96,3.217
M,1.166,2.546,3.073
F,1.894,4.22,3.958
M,1.131,2.188,2.733
F,2.725,3.477,3.707
M,9.289,8.713,7.086
M,52.061,43.476,27.808
M,102.432,83.426,51.711
F,1.513,11.934,9.139
M,1.366,2.395,2.895
F,1.535,6.486,5.328
M,7.085,6.95,6.685
M,1.095,2.299,3.936
M,2.095,4.272,4.505
M,21.708,20.243,14.062
F,1.619,6.548,6.705
F,4.902,8.474,6.561
F,15.639,14.064,10.029
F,1.022,18.001,12.256
F,2.578,21.86,14.727
F,1.989,2.875,3.577
F,1.425,16.857,14.078
F,1.886,3.389,3.811
F,1.038,3.619,4.001
M,1.928,2.785,3.523
F,4.502,6.937,6.347
M,1.391,3.503,3.68
M,2.551,3.593,3.648
M,3.157,5.074,4.888
M,1.252,4.045,3.848
M,1.185,2.235,2.788
F,3.101,30.545,37.802
M,1.413,2.453,3.746
M,13.419,13.14,9.433
M,5.876,7.212,5.969
M,2.026,3.039,3.447
F,3.456,5.888,6.351
M,8.741,8.367,6.426
F,1.451,8.294,6.894
F,1.094,4.402,4.296
M,1.489,2.709,3.188
F,1.216,10.515,9.301
M,2.729,3.741,3.661
F,32.81,28.698,18.632
M,166.624,135.634,83.464
M,1.05,2.461,3.488
F,1.596,6.412,5.738
M,2.794,3.641,4.094
F,3.222,5.295,5.295
F,1.129,9.513,25.167
F,1.003,4.497,6.966
M,1.668,3.742,3.914
F,1.294,50.076,32.229
F,16.984,15.599,12.672
F,1.101,2.157,32.998
M,1.439,2.733,3.61
F,7.676,7.663,7.059
M,2.024,3.68,3.984
F,9.013,11.29,9.334
M,2.209,3.094,3.664
F,55.686,55.016,35.209
F,61.153,50.329,33.039
M,2.331,3.354,3.982
M,2.894,4.202,3.969
F,2.915,56.917,35.986
M,1.168,3.851,4.183
F,1.596,2.665,3.008
M,2.001,3.997,3.866
M,1.396,2.787,3.101
F,1.025,2.547,24.645
F,1.525,18.823,12.803
M,1.669,2.913,3.25
F,1.21,2.32,3.032
F,13.535,12.961,9.196
M,1.92,2.836,3.277
F,25.534,22.174,16.277
M,1.082,2.211,2.734
M,4.226,4.788,4.293
F,2.823,5.938,5.571
F,5.476,15.68,12.174
F,474.743,440.66,266.668
M,1.744,2.913,3.73
M,5.032,5.666,5.423
M,5.567,5.91,5.485
F,1.038,2.089,4.924
F,1.05,2.961,4.721
M,4.965,5.205,4.566
F,1.639,2.772,3.255
M,2.997,4.642,5.255
M,2.136,3.045,3.286
M,1.856,2.746,3.294
F,2.391,3.468,5.31
F,37.839,32.761,21.379
F,3.766,27.382,19.244
M,4.516,4.944,6.349
M,1.05,2.103,3.289
M,1.211,4.048,6.342
M,1.495,9.035,7.536
M,1.461,2.677,3.459
M,1.083,2.087,2.81
F,4.658,269.018,163.051
F,1.102,9.932,7.47
F,1.018,2.17,2.924
M,2.228,3.175,3.836
M,1.713,3.156,3.325
F,6.028,14.149,10.307
F,2.403,5.889,5.368
F,11.244,14.269,11.142
F,2.595,3.647,6.513
M,1.149,2.381,3.368
M,1.901,3.714,4.277
M,1.344,4.938,4.405
M,2.884,3.699,3.861
F,1.342,2.615,5.412
M,35.281,29.663,20.242
M,1.682,3.364,4.156
F,1.763,17.075,12.398
M,1.083,2.336,5.568
F,1.434,4.654,4.846
M,73.477,60.029,37.42
M,3.741,4.477,4.151
F,2.708,3.48,3.938
M,1.432,2.578,2.969
M,1.289,2.351,3.198
F,2.644,4.423,4.583
F,1.021,2.766,4.03
M,1.071,2.138,2.697
M,2.749,3.632,5.132
M,1.75,3.206,3.477
M,1.525,2.862,3.976
M,1.279,2.383,3.893
F,1.532,2.858,3.579
M,3.731,4.345,4.592
F,1.366,3.564,5.45
F,29.902,25.312,18.351
M,3.873,5.057,5.586
F,3.705,4.81,4.337
M,2.679,3.995,4.182
F,3.306,4.195,4.596
F,6.808,6.68,7.314
F,3.634,14.038,10.172
F,1.53,10.207,9.656
F,1.493,2.718,6.057
F,1.697,2.62,4.57
M,1.542,2.703,3.311
F,1.451,2.541,2.935
F,1.087,2.639,3.033
F,1.213,3.649,3.964
F,52.794,54.62,35.153
F,2.286,3.261,3.87
M,2.364,3.499,3.877
F,1.349,19.619,14.009
M,3.513,4.083,4.282
M,10.786,10.264,7.665
M,10.172,9.474,10.509
M,2.604,3.55,3.746
M,3.598,4.405,4.972
F,2.768,4.6,4.295
M,1.098,2.419,3.16
M,1.261,2.67,3.841
F,1.009,3.852,3.833
M,1.359,2.849,4.403
M,2.324,3.644,5.785
F,1.339,508.659,307.116
F,1.31,2.483,4.425
M,1.056,2.737,3.065
M,1.638,2.787,4.712
M,2.254,4.05,3.953
F,6.809,7.896,7.304
M,2.042,3.301,4.048
F,1.989,7.757,6.094
M,1.249,2.396,4.318
M,1.934,3.097,3.651
M,1.009,2.471,3.502
M,3.35,4.168,4.351
F,1.762,2.684,3.039
M,34.48,29.013,19.426
M,3.775,4.875,4.629
F,1.875,8.371,7.297
F,7.338,7.323,5.858
M,1.213,2.776,3.845
M,1.789,3.364,3.611
M,1.301,2.385,2.891
M,1.176,4.213,4.556
M,4.442,4.886,4.715
F,1.784,23.132,16.012
M,1.543,2.535,9.724
M,10.339,11.041,8.107
F,3.906,4.486,5.649
M,9.156,9.249,9.783
F,1.408,17.638,12.57
F,1.581,6.765,7.047
F,1.067,5.32,4.917
M,2.095,3.426,4.374
F,1.159,8.279,6.607
F,1.229,2.328,3.442
F,80.093,70.93,44.981
F,2.332,3.602,3.907
F,2.28,7.292,6.095
M,2.064,3.128,5.329
M,1.079,2.398,3.868
F,1.653,2.594,3.772
F,1.484,2.495,51.24
M,2.858,3.586,3.759
M,1.328,2.756,4.171
F,19.409,17.129,12.158
M,7.383,7.155,5.761
F,2.025,2.959,6.538
M,1.169,2.38,2.845
F,1.252,2.631,6.108
F,1.649,3.318,3.793
M,1.128,2.876,5.83
M,6.438,6.352,5.48
M,1.123,3.135,5.497
M,1.321,2.396,4.769
F,1.889,4.923,5.384
M,310.392,250.194,152.519
M,1.67,2.948,3.38
M,3.206,3.967,4.915
F,1.662,3.039,3.79
F,13.036,13.752,10.557
F,3.383,3.984,3.818
M,8.782,8.423,7.677
M,2.658,3.56,5.558
M,1.077,2.609,2.989
M,1.579,3.473,3.841
M,1.378,6.788,5.527
M,1.62,3.249,3.538
M,1.718,5.378,4.947
F,1.799,4.875,5.192
F,6.508,28.157,18.784
F,2.876,5.211,4.895
M,4.705,6.553,5.382
M,2.186,3.551,3.752
M,11.333,10.938,8.142
F,43.572,37.12,28.424
F,2.761,23.359,17.656
M,1.306,2.372,5.036
F,4.956,6.304,5.205
M,2.829,18.894,12.839
M,1.087,2.359,3.423
F,4.079,6.076,5.98
M,1.803,3.365,3.442
F,1.006,2.463,3.313
M,25.7,22.267,14.779
M,873.441,700.15,422.915
F,2.584,64.348,40.167
F,2.559,3.305,4.989
F,28.253,28.429,18.746
M,18.065,15.761,11.728
M,1.882,2.791,5.854
M,1.163,2.645,4.19
M,1.326,2.411,3.069
M,14.053,12.554,9.744
F,1.647,2.533,4.356
F,7.885,25.94,17.032
F,5.985,6.066,5.302
M,11.263,10.275,11.216
F,1.511,2.417,3.382
F,2.448,3.449,3.525
F,1.533,8.733,7.002
M,4.03,4.452,4.175
M,1.696,4.291,4.732
F,2.362,3.637,4.119
F,1.207,2.853,3.54
F,20.294,30.934,20.618
M,1.242,3.521,3.924
M,1.075,2.896,3.689
M,2.878,4.331,4.478
M,4.801,9.243,7.083
F,1.253,2.224,5.662
M,3.811,4.801,4.791
M,2.129,2.941,3.483
M,1.819,2.833,3.396
M,2.75,3.797,3.739
F,1.061,3.818,3.826
M,26.164,22.438,15.332
M,1.153,2.257,5.132
M,7.929,7.788,6.176
M,2.707,4.278,4.072
M,3.637,4.993,4.961
F,2.999,5.434,5.055
F,1.369,4.289,4.268
M,1.22,2.814,3.365
F,10.974,10.387,8.104
M,1.596,2.556,3.189
F,2.237,3.158,5.936
F,1.23,244.277,149.344
M,1.645,2.69,3.791
F,3.828,5.457,4.692
M,22.439,19.415,13.53
F,1.121,2.111,3.665
M,2.389,3.137,3.372
M,1.299,2.357,3.689
M,6.258,6.694,6.581
F,1.296,2.304,3.107
F,21.556,18.765,13.092
F,1.048,2.896,3.422
F,1.116,5.543,9.394
M,1.235,2.942,3.679
F,2.229,4.2,4.312
M,1.533,2.664,3.357
M,2.18,3.19,5.3
M,3.218,5.023,4.73
M,1.221,2.682,5.944
M,6.303,6.338,5.993
M,4.817,5.676,5.892
M,2.242,3.796,3.72
F,7.093,7.246,6.107
F,2.783,3.952,7.474
F,15.798,14.54,11.041
F,3.462,20.553,15.978
M,1.102,2.751,3.562
M,2.148,3.275,3.587
F,2.227,3.069,3.319
F,1.307,4.08,4.662
M,1.875,3.046,3.319
M,1.042,2.147,3.281
F,1.399,12.418,9.086
M,1.514,2.461,3.168
M,2.34,4.0,4.033
F,1.31,3.165,3.55
F,46.539,41.925,27.56
F,1.013,4.152,4.854
F,1.904,4.007,6.381
F,1.231,11.143,8.976
F,1.084,3.567,4.243
M,3.768,4.793,4.656
F,2.54,3.252,3.71
F,1.322,3.227,3.866
F,1.487,5.651,5.31
F,2.754,4.596,4.352
F,1.054,3.358,4.323
F,7.373,20.595,15.437
M,3.429,4.013,4.615
M,1.142,2.362,3.279
M,6.274,7.219,6.137
M,1.741,3.463,3.886
F,2.582,3.382,3.752
F,6.717,6.995,8.238
F,2.413,8.862,7.141
F,1.54,2.794,3.122
F,1.186,6.584,5.711
M,53.159,43.792,28.064
F,4.657,12.525,8.976
M,1.655,4.645,4.217
M,2.738,5.542,6.05
M,1.246,2.236,2.996
F,2.021,6.787,6.22
F,13.352,12.183,8.748
F,2.9,5.538,4.889
M,8.492,9.635,7.922
F,9.324,11.83,8.673
F,1.193,5.307,6.868
M,2.708,3.449,3.809
M,1.174,2.376,4.047
M,3.304,4.017,5.507
M,1.604,2.671,3.349
M,5.451,5.687,4.933
F,1.066,3.157,3.524
M,6.512,6.497,5.891
M,1.061,2.313,3.732
F,2.057,4.87,4.369
M,4.554,5.048,5.548
M,1.773,2.861,3.164
M,1.124,2.151,3.03
M,1.132,2.759,4.024
F,2.517,5.305,4.626
M,1.685,4.465,4.096
M,3.852,5.612,4.954
F,3.54,7.246,5.833
M,1.057,2.065,3.613
M,1.208,2.209,3.175
M,2.404,3.568,3.771
F,1.904,5.45,5.951
F,2.337,4.006,4.027
M,1.555,2.925,3.363
M,1.178,2.154,3.342
F,1.003,3.427,4.098
M,1.557,5.176,5.23
F,1.214,6.738,6.564
M,2.671,3.588,4.066
F,2.623,3.349,4.002
F,4.865,6.286,12.791
M,11.955,10.885,8.624
F,2.749,11.172,10.208
M,2.601,5.349,5.234
M,1.474,4.127,4.012
F,1.721,2.627,3.096
F,5.714,7.106,6.43
F,2.413,5.297,4.797
M,17.064,15.014,10.727
M,5.9,6.632,5.911
M,1.358,2.844,3.245
M,3.82,8.136,6.942
M,2.571,3.731,3.743
F,2.427,4.473,11.955
F,12.578,21.904,14.979
F,10.903,14.423,11.195
M,1.778,2.762,3.608
F,2.123,46.294,30.148
M,7.758,8.091,6.332
M,2.13,4.031,4.536
F,2.879,3.677,3.965
F,5.527,6.612,6.36
F,1.388,10.462,7.987
F,6.1,7.428,6.018
F,1.624,2.849,6.174
F,2.671,3.49,6.695
M,1.053,2.454,3.105
F,2.903,4.07,4.397
F,3.81,9.21,9.856
M,3.792,4.254,6.326
M,1.951,3.286,3.944
M,1.677,4.308,4.52
M,1.03,5.681,4.9
M,3.664,4.152,4.387
M,2.932,3.827,3.712
F,3.563,4.972,4.462
F,3.501,4.351,5.125
F,1.037,3.271,3.946
M,1.293,2.459,3.258
M,6.928,6.746,6.172
F,1.209,3.348,4.414
M,10.677,10.754,8.585
M,92.997,76.236,47.964
F,1.382,3.648,5.782
M,1.014,4.701,4.902
M,2.507,3.736,4.914
M,4.117,4.693,4.483
M,2.762,3.584,6.138
M,1.739,3.232,4.649
M,1.535,2.51,2.992
M,1.158,2.629,6.809
F,2.131,3.637,4.047
M,3.091,4.027,3.848
F,1.189,458.792,278.517
M,2.324,3.113,4.274
F,2.646,5.343,4.622
M,9.264,8.877,6.732
M,1.191,2.538,2.925
F,4.843,5.216,5.057
F,1.223,2.716,3.237
M,3.544,4.093,3.879
M,1.25,2.56,4.503
M,2.616,3.439,3.711
M,1.121,2.425,2.973
F,1.213,3.636,8.647
F,4.188,5.075,4.591
M,1.249,3.019,3.266
F,3.758,4.309,4.186
F,13.501,14.001,9.93
F,14.046,13.315,16.382
F,1.431,8.048,7.75
M,16.861,15.969,11.911
M,3.519,4.072,3.844
F,2.156,3.124,3.636
M,2.423,3.961,3.902
M,5.071,5.329,4.896
M,21.968,20.014,13.484
M,2.067,3.06,3.749
F,4.243,16.396,13.457
F,4.933,19.51,13.342
M,12.733,11.901,8.741
F,1.608,2.645,4.813
F,1.123,280.111,170.9
M,17.693,15.356,11.506
M,1.106,2.1,3.038
M,5.696,6.656,6.206
M,3.061,3.837,3.768
F,8.257,18.637,13.682
M,1.572,2.796,3.204
M,6.231,6.509,5.447
F,10.852,16.095,11.213
F,3.18,3.87,4.062
F,1.075,29.492,23.87
F,1.374,4.697,8.981
F,1.64,3.137,3.543
M,1.563,3.504,4.554
M,4.314,4.882,4.461
F,1.434,3.189,4.65
F,1.738,4.364,4.644
F,6.988,7.447,6.533
F,2.401,7.092,5.78
F,5.078,7.918,7.427
M,2.89,5.022,6.683
M,1.363,2.546,5.095
M,1.623,3.03,3.723
M,3.386,4.216,5.347
M,1.206,2.208,5.087
M,3.275,3.839,3.83
M,1.275,2.767,3.21
M,1.646,3.415,3.866
M,1.844,2.899,3.183
M,1.373,2.563,3.579
F,1.047,2.085,2.976
M,3.321,4.661,4.684
F,1.004,4.052,4.68
M,1.938,2.843,3.307
M,1.673,2.722,3.36
F,1.219,2.259,3.335
F,2.283,3.203,3.912
F,1.839,3.65,4.745
M,1.086,2.347,3.008
F,8.656,8.927,12.275
M,11.897,12.281,11.227
M,1.151,2.285,3.188
F,2.163,3.226,3.457
M,1.099,2.258,3.105
F,1.116,3.712,4.089
F,1.617,2.7,4.102
M,1.424,2.398,3.006
M,23.099,19.782,14.332
F,4.384,9.059,7.555
M,1.171,6.211,5.285
F,1.169,2.615,3.157
M,1.885,2.836,3.523
M,1.314,2.409,6.477
M,2.022,3.253,3.877
F,1.134,5.198,4.773
F,4.31,4.862,4.511
F,3.441,4.107,6.767
M,1.009,3.389,4.486
M,2.003,2.988,3.795
M,11.461,10.405,8.464
F,1.333,3.87,5.711
F,1.159,6.105,5.364
F,4.43,9.263,7.142
F,2.245,6.36,6.461
F,14.878,14.686,12.462
M,1.073,2.229,3.002
M,19.687,17.724,12.091
M,1.136,2.22,2.842
M,2.442,3.443,3.512
M,1.223,3.35,3.455
M,2.768,4.367,6.325
M,4.946,5.703,6.626
M,17.971,16.094,11.115
F,1.976,4.329,4.215
M,1.216,2.244,2.88
F,7.486,7.833,6.147
F,6.392,6.817,5.718
F,1.06,3.031,3.723
F,1.205,5.098,6.548
M,4.928,5.352,5.155
F,11.037,10.601,7.798
M,10.594,9.986,8.683
M,1.215,2.214,3.116
F,14.531,13.761,10.324
F,1.344,50.609,31.993
M,26.976,22.894,18.364
F,1.847,10.779,8.002
M,2.481,4.289,4.543
M,6.767,6.638,5.662
M,1.182,2.147,3.849
F,1.044,3.711,4.246
M,1.399,2.587,3.265
F,2.87,4.233,4.341
F,1.078,2.062,2.873
F,42.581,35.663,23.123
F,1.206,2.907,3.457
M,1.236,2.992,3.214
M,1.075,2.155,3.071
F,4.128,5.297,5.024
M,1.472,2.531,3.452
F,1.337,3.302,4.014
M,2.472,3.315,3.867
M,1.871,3.471,4.066
M,1.012,2.793,3.161
F,1.166,111.476,68.499
M,3.456,4.041,3.87
F,1.332,4.047,4.678
M,9.483,8.93,6.867
F,2.693,3.491,4.146
F,5.573,7.244,5.765
M,1.006,2.276,2.831
F,1.364,13.573,9.551
F,1.415,2.507,2.919
M,1.392,2.812,3.202
M,1.418,2.408,2.88
F,1.35,2.419,2.867
F,1.633,7.213,9.993
M,3.886,4.778,5.027
M,5.321,6.195,5.415
M,1.167,2.321,3.939
F,1.109,3.139,4.143
F,16.539,18.244,13.091
F,1.665,5.284,5.522
M,2.484,5.326,4.998
M,1.01,2.058,3.121
M,4.083,5.418,5.365
F,3.235,15.278,10.955
F,1.955,3.017,4.514
F,3.084,12.124,11.082
F,2.244,3.513,3.587
M,1.827,2.962,3.199
M,1.211,2.235,3.092
M,3.853,5.2,5.309
M,1.702,3.481,3.772
F,1.343,2.313,2.89
M,2.237,3.453,4.163
F,1.309,2.261,4.262
F,2.438,3.423,5.227
M,1.837,2.854,4.063
F,1.44,3.187,3.324
M,1.001,3.008,4.877
F,1.435,10.061,7.657
M,1.818,3.373,3.573
M,3.21,4.463,5.318
M,1.042,2.672,3.161
M,1.087,2.352,2.955
F,1.24,3.463,5.94
F,3.363,8.787,6.718
M,1.808,2.687,4.212
F,2.856,3.532,3.78
F,3.088,4.14,3.97
F,3.502,7.349,6.242
M,1.858,2.878,3.236
F,1.114,2.723,4.288
F,1.301,3.699,3.855
F,4.664,5.469,4.735
M,1.632,4.703,4.576
F,1.311,3.042,3.326
F,1.446,2.501,3.019
F,15.489,22.817,15.217
M,41.659,35.232,23.703
F,1.268,2.299,3.435
M,1.06,2.145,3.533
M,3.471,4.246,4.066
M,1.059,2.804,3.21
F,2.334,13.574,9.581
F,1.478,4.911,4.896
M,4.586,4.895,4.633
F,3.338,7.639,9.046
F,3.836,13.357,10.686
F,2.533,3.999,4.113
F,73.12,62.762,39.06
F,1.176,2.166,4.54
F,26.18,23.23,15.88
F,2.393,3.305,3.403
F,3.144,4.961,4.523
F,4.521,7.602,6.223
F,1.347,4.334,4.146
F,3.514,4.038,4.935
F,31.269,37.233,24.004
M,6.514,6.79,5.91
M,1.083,2.408,3.052
F,3.043,11.889,9.214
M,5.398,5.746,5.19
M,2.57,3.637,3.779
F,2.154,4.482,4.382
M,2.469,3.243,3.684
M,1.232,5.576,7.855
M,1.333,3.218,3.515
F,3.397,3.966,4.539
F,1.366,3.209,3.626
F,1.734,4.787,4.875
F,1.048,3.529,8.573
M,3.509,5.219,4.568
F,1.054,2.939,5.877
M,2.611,3.665,5.849
F,7.549,7.335,5.859
F,1.489,9.681,7.444
F,6.306,9.235,7.011
M,1.21,2.474,3.291
M,6.829,6.692,5.447
F,1.133,2.838,3.232
M,1.536,2.433,3.143
F,4.788,5.509,4.732
M,1.926,3.023,3.74
F,1.717,4.129,4.474
M,4.482,5.616,5.12
F,2.128,14.336,10.432
M,1.417,5.02,4.936
M,1.434,3.406,3.747
M,1.803,3.364,3.434
M,1.313,2.361,2.98
F,2.136,2.998,3.76
M,6.68,6.694,7.077
M,1.002,2.016,4.24
F,1.145,11.987,9.195
M,2.431,3.805,5.279
F,1.168,2.377,4.101
F,17.365,15.108,10.585
F,2.031,14.969,16.351
F,1.007,6.287,5.694
F,1.718,3.27,3.445
M,2.009,3.024,3.33
M,1.708,2.732,3.594
M,3.722,4.279,4.057
M,1.606,2.588,3.113
F,3.269,7.794,6.91
M,1.019,2.153,2.913
F,1.65,5.288,4.719
F,1.06,7.091,5.724
F,1.391,2.483,3.272
M,3.579,4.386,4.456
F,31.043,38.625,24.841
M,1.259,2.286,4.759
M,2.85,6.47,5.718
F,1.078,2.729,3.18
M,50.484,41.671,26.769
M,1.51,2.888,3.279
M,2.106,4.252,4.184
M,38.738,32.911,21.67
M,1.54,2.985,3.701
M,5.435,7.997,6.371
F,1.674,3.313,5.151
M,15.694,13.765,9.906
F,1.093,18.309,12.411
M,2.286,3.714,3.924
F,3.926,11.678,10.805
F,1.013,4.76,5.184
F,1.277,3.014,4.59
M,2.163,3.375,3.567
F,7.97,9.482,7.998
M,3.054,4.139,3.972
M,5.733,6.387,5.814
M,2.278,4.064,4.402
M,1.138,2.431,3.138
M,1.495,2.621,4.541
M,6.526,7.848,6.973
M,1.93,2.908,3.484
M,2.121,3.07,4.087
F,3.584,4.238,4.021
F,1.573,2.843,3.753
M,1.95,3.316,3.641
M,1.267,2.943,3.758
M,2.612,3.389,5.008
F,1.051,2.506,2.922
F,6.765,6.722,8.071
M,2.493,6.995,6.072
M,1.86,3.278,3.787
M,1.96,3.073,3.389
M,1.09,2.512,3.437
M,12.945,11.562,9.11
F,1.037,10.147,8.207
F,1.465,2.444,3.159
F,4.364,292.52,177.134
M,1.098,2.268,3.056
F,2.383,15.781,11.122
M,33.7,28.173,18.658
M,1.111,2.341,2.814
F,3.804,4.674,4.281
M,1.02,2.034,3.701
F,1.753,3.045,4.734
M,1.356,3.798,4.285
F,10.549,14.126,10.784
M,1.493,3.94,3.833
M,1.86,2.727,3.095
F,2.316,3.069,3.976
F,9.571,65.073,40.992
M,1.399,2.517,3.109
M,1.027,3.459,4.685
F,186.867,161.024,98.427
M,1.028,2.318,2.888
F,5.881,6.181,5.448
F,1.046,4.982,5.708
F,1.217,2.198,2.995
F,2.064,3.232,4.335
F,1.048,5.14,4.63
F,2.45,54.267,36.042
M,1.671,2.705,3.404
F,1.051,2.358,4.515
F,1.425,3.297,5.085
M,4.165,4.931,4.766
M,2.13,4.848,4.513
F,1.68,4.336,4.005
M,83.259,67.86,42.305
F,1.153,5.127,4.592
F,6.903,7.341,6.738
F,1.349,2.963,3.436
F,1.617,29.641,19.19
F,1.335,14.758,11.071
F,2.231,3.808,4.014
M,2.512,5.748,5.705
M,1.047,2.052,2.708
M,1.639,2.606,3.498
M,9.766,10.383,10.315
M,1.148,2.431,3.608
F,2.185,8.813,8.659
F,1.055,2.322,3.505
F,1.408,3.258,6.851
M,1.537,2.825,3.164
F,1.742,4.617,4.311
F,1.139,2.917,3.835
M,1.001,5.951,5.631
F,2.472,410.518,247.943
M,1.375,2.475,2.971
F,6.425,6.532,5.936
F,1.307,5.666,7.626
F,2.42,374.706,227.126
M,3.627,4.231,5.354
F,2.744,3.708,5.293
F,25.496,21.733,15.103
M,7.186,7.228,6.216
F,1.029,2.032,5.225
M,5.217,8.315,7.524
M,2.954,6.487,5.822
M,1.625,4.036,4.593
M,1.15,2.182,3.075
M,4.325,4.79,4.317
F,7.837,10.427,8.745
M,3.794,4.574,4.228
M,4.065,4.716,5.04
M,5.898,6.552,5.334
F,1.099,2.161,4.055
M,1.121,2.2,2.727
M,3.081,3.76,4.172
M,1.985,4.015,4.592
M,2.43,3.853,4.358
F,1.044,5.33,5.384
M,1.442,2.511,3.776
M,1.254,2.249,3.016
M,1.47,2.756,4.325
M,4.013,4.518,4.59
M,1.464,2.764,3.067
M,4.986,6.016,5.288
F,5.679,16.087,11.765
M,2.497,3.894,5.083
F,1.33,4.681,4.911
F,3.235,4.086,3.984
F,2.021,37.805,24.422
F,3.446,12.291,9.973
M,1.997,3.001,3.429
M,1.177,3.27,3.455
F,12.574,12.332,10.609
F,8.238,10.055,11.701
F,6.237,6.736,5.541
M,12.607,11.72,8.456
F,8.269,11.246,9.26
F,1.408,3.958,7.698
M,1.124,2.854,3.474
M,1.853,4.442,4.243
F,1.117,4.358,4.913
M,2.993,4.497,8.011
M,1.023,2.216,2.73
F,1.306,2.419,4.364
F,4.514,7.902,7.614
F,3.685,4.862,4.721
F,1.077,2.14,6.219
M,1.877,3.39,3.655
F,1.55,5.146,4.513
M,1.312,2.664,3.357
F,1.311,2.553,6.703
F,2.51,3.438,3.719
M,2.519,3.235,4.526
F,19416.295,15537.379,9324.032
M,2.623,3.345,4.314
M,1.211,2.853,3.842
F,1.304,2.823,3.698
M,1.095,3.715,3.903
M,1.94,3.616,3.659
F,2.141,4.545,5.264
F,3.408,7.969,6.416
F,2.255,3.601,3.694
M,1.47,2.645,3.349
M,5.88,6.542,5.416
M,1.36,2.289,4.193
M,2.43,3.203,3.33
F,1.108,2.977,3.643
M,3.319,4.342,4.045
F,1.404,2.866,3.21
M,2.045,3.739,4.007
M,4.715,5.092,4.811
M,1.946,3.348,3.431
F,1.681,66.36,44.798
F,4.271,4.635,4.557
F,1.933,2.95,5.589
M,1.319,2.64,4.324
M,1.153,2.609,3.842
F,1.457,2.407,3.471
M,1.059,3.5,3.581
F,5.085,5.63,4.855
F,2.187,4.604,4.441
F,3.111,5.623,5.749
M,3.863,9.054,7.005
F,1.157,2.908,4.994
M,1.299,4.071,4.193
F,11.399,11.609,8.974
F,2.679,5.939,9.208
F,1.984,3.099,3.627
F,21.989,20.389,14.624
M,1.155,4.354,4.074
F,1.348,9.402,7.216
M,1.026,2.259,2.965
M,1.088,2.435,3.039
F,1.664,22.436,16.638
M,1.357,2.807,3.298
M,1.096,2.34,2.841
F,3.111,3.99,6.894
M,6.13,6.491,5.923
M,2.64,3.413,4.122
F,1.393,14.562,10.538
F,1.324,5.432,5.006
F,1.16,18.227,12.897
M,1.192,3.001,3.36
M,1.319,2.537,2.979
F,1.226,4.362,4.019
M,23.619,20.226,14.505
F,3.477,6.008,5.992
M,5.021,5.974,5.085
F,2.414,3.268,4.052
M,3.718,5.181,4.97
M,4.286,4.655,6.104
