G,U,X,Y
M,-0.918,2.397,6.093
M,0.918,3.754,7.151
F,0.774,1.207,3.921
M,1.405,6.056,6.607
F,0.803,4.241,5.773
F,0.449,1.574,5.992
F,-0.88,1.425,6.615
F,1.288,2.035,2.512
F,-0.912,0.141,1.584
M,-1.732,2.394,4.442
F,-1.345,-0.047,2.396
M,-1.057,3.662,8.226
M,0.045,3.347,6.423
F,0.345,0.507,1.409
M,-1.571,1.348,4.377
M,0.501,4.673,8.946
M,0.506,4.729,3.531
F,0.267,0.931,4.111
M,0.235,4.558,5.957
F,0.813,0.583,2.458
F,0.852,3.648,4.583
M,1.364,5.351,7.067
M,-1.573,2.896,6.382
M,0.445,3.56,8.33
M,1.076,5.633,8.562
M,-2.103,3.247,6.46
M,0.034,4.406,8.086
F,1.178,3.414,4.443
M,-1.427,5.153,6.535
M,-0.013,1.847,4.496
F,-0.267,1.376,2.771
M,-0.009,4.278,6.515
F,-0.588,0.468,3.574
F,1.754,0.856,2.784
F,1.116,3.127,5.404
M,-0.102,2.663,6.894
M,-0.231,2.857,6.081
F,-1.269,-1.254,2.225
M,-0.561,2.686,4.017
M,-0.43,2.285,6.352
F,-0.325,-1.059,-0.279
M,1.481,3.976,6.892
M,0.732,4.749,6.222
F,-0.268,-0.155,3.974
F,0.486,2.218,3.177
M,0.303,3.41,6.6
F,-0.891,1.777,3.726
M,-1.415,2.904,5.052
M,0.038,0.943,4.377
F,-0.73,0.03,4.028
F,-0.268,1.093,4.788
M,-0.31,3.961,7.952
M,0.035,3.92,4.55
F,0.24,2.193,3.978
F,0.703,1.995,6.051
F,2.787,4.865,7.331
F,-0.172,2.59,7.088
F,-0.699,0.335,4.764
F,1.152,2.777,2.38
F,-1.335,1.021,3.869
M,0.019,4.606,8.013
M,1.124,1.834,5.181
F,-0.351,0.206,1.523
M,-0.418,2.617,4.936
M,-0.908,3.593,4.934
M,-0.25,4.063,8.39
M,-0.185,3.77,8.23
M,-1.613,2.785,5.049
F,-0.876,1.398,5.603
F,1.622,1.718,4.488
M,0.216,4.653,6.956
F,0.448,4.368,7.999
F,0.279,1.132,3.423
F,0.872,3.548,6.478
M,-0.194,1.323,3.198
M,-0.625,3.002,5.795
M,-0.759,2.815,7.269
F,-1.458,0.034,2.578
F,-1.433,-1.334,1.457
F,-2.101,0.007,3.779
F,0.425,3.19,5.114
M,0.967,3.951,5.141
F,0.216,0.672,1.903
F,1.457,3.315,4.878
M,-1.271,1.61,5.841
M,0.659,2.004,7.507
F,0.564,2.474,4.966
F,1.147,2.872,4.635
M,0.138,3.687,6.139
M,-0.227,4.307,7.89
F,-0.148,0.967,1.765
M,-0.016,5.476,5.916
F,1.496,3.151,2.373
F,1.547,3.246,7.272
F,-1.136,-2.455,1.21
F,-0.099,2.25,6.004
M,0.094,4.697,6.322
F,-0.056,0.797,4.413
F,0.967,2.913,2.931
M,-0.278,5.637,7.309
M,0.981,3.63,5.29
M,-1.731,2.904,4.849
M,1.246,6.961,9.086
F,-0.753,-0.588,2.192
F,1.563,1.626,4.151
F,-1.827,-1.17,3.399
M,1.146,6.573,9.207
F,0.599,1.733,2.578
F,0.648,0.121,3.54
M,-0.814,2.915,6.179
M,-2.503,1.738,4.754
F,1.526,0.127,2.364
F,-0.533,0.362,2.693
M,0.164,2.186,6.081
F,0.318,0.91,2.017
F,0.912,2.525,5.33
M,0.906,3.908,8.524
F,1.224,1.908,6.165
F,-0.791,1.429,3.478
M,-0.571,3.68,6.331
M,-0.233,2.019,6.427
M,0.753,5.01,7.406
F,-1.329,0.031,3.073
M,0.225,1.507,5.409
F,1.465,0.842,3.294
M,-0.662,4.343,8.874
M,-1.449,1.457,3.446
M,0.437,4.271,5.915
F,-0.464,-0.991,2.873
M,0.582,6.631,6.762
M,-2.018,1.96,3.515
M,0.68,4.902,8.172
F,1.903,2.778,5.575
F,0.416,1.91,4.412
M,0.381,4.357,7.564
M,-0.356,1.956,1.053
F,0.261,1.052,3.982
M,1.418,6.033,6.718
F,0.372,2.125,4.283
M,0.949,3.37,4.496
M,0.152,4.044,4.894
M,0.314,4.398,6.05
F,0.075,-0.755,1.659
M,-0.892,2.953,7.379
F,-1.543,0.571,2.082
M,0.297,5.046,9.019
M,-0.572,3.974,3.844
M,-0.041,4.756,6.083
M,-0.946,1.487,5.649
F,-1.264,-0.796,2.181
F,-1.5,-1.753,4.004
F,0.414,2.662,2.549
F,-1.362,-0.656,1.638
F,-0.109,1.235,2.71
F,0.179,1.96,1.086
F,-0.322,0.978,4.225
F,-1.417,1.523,4.851
F,0.587,2.453,4.74
M,1.125,3.985,5.594
F,-1.419,1.627,1.395
M,-0.682,4.067,5.534
M,0.379,1.738,4.213
M,-0.256,3.333,6.085
M,1.174,5.335,7.103
M,1.051,5.42,7.438
F,0.337,2.066,4.439
M,-1.791,2.36,5.327
M,1.026,2.951,5.219
M,-0.485,4.218,8.092
M,1.326,4.851,6.685
F,-1.172,-0.458,1.119
M,0.522,3.249,7.644
F,0.805,1.546,3.407
F,0.01,0.241,4.828
M,0.813,2.165,6.249
F,0.33,1.769,3.249
M,-1.004,3.889,7.446
F,0.373,2.694,4.508
M,-0.928,4.288,8.458
M,1.482,6.105,11.369
F,1.518,2.518,1.214
M,0.075,3.882,6.484
F,-0.96,0.867,2.972
F,-0.158,0.353,1.244
F,0.249,0.423,4.391
M,-0.93,2.663,4.362
F,1.517,2.486,6.192
F,-0.589,-0.109,1.323
F,-0.163,0.306,3.654
M,0.08,1.636,6.237
F,0.31,-0.318,2.288
M,-1.21,1.654,2.308
F,2.586,2.01,5.71
M,-0.908,3.694,6.328
F,-0.984,-0.237,3.537
F,-0.403,0.181,1.106
M,0.438,4.454,8.659
M,-1.127,3.693,6.365
F,1.25,2.507,2.702
M,0.504,5.233,7.479
F,0.226,2.201,7.011
M,0.691,5.24,7.411
M,-1.552,1.091,5.358
F,1.007,1.329,5.545
F,1.229,2.13,2.919
M,-0.306,3.496,6.895
F,0.64,3.726,3.644
F,0.124,1.719,1.49
M,-0.53,4.398,6.164
F,0.741,1.082,4.791
M,0.678,4.568,6.439
M,1.453,1.555,8.28
F,0.763,2.677,5.357
F,0.16,0.184,2.97
F,-0.132,1.848,3.862
M,0.864,5.125,7.669
M,1.083,5.336,10.531
M,0.085,3.137,8.293
F,2.119,3.622,4.9
F,0.422,2.05,5.096
M,-0.573,4.7,6.684
F,0.83,1.805,2.255
M,-0.38,3.503,7.625
M,1.105,2.295,3.395
M,-0.507,3.295,4.653
F,0.142,1.138,5.176
F,1.259,1.603,2.897
F,0.824,-1.203,2.469
M,-0.093,2.482,6.249
M,1.727,4.58,6.653
M,-0.39,4.271,9.836
M,-0.08,4.646,4.602
M,0.881,3.716,6.113
M,1.259,5.535,8.28
F,0.977,-0.304,4.175
F,1.0,0.194,2.144
F,-0.249,-1.885,0.098
M,0.27,3.471,7.454
M,1.433,5.783,5.466
F,0.564,2.588,3.615
F,-1.027,2.147,4.999
F,1.892,1.078,4.223
F,-0.901,-0.519,0.893
M,-0.375,4.927,7.367
M,1.996,5.585,5.628
M,0.349,2.846,5.123
M,0.241,1.711,4.762
F,-1.18,2.232,4.209
M,0.847,5.463,9.553
M,0.264,4.62,8.886
F,0.428,0.686,4.667
M,-0.496,5.123,8.547
F,0.577,1.817,4.281
M,-0.842,1.077,4.208
M,0.484,3.341,7.516
F,-1.234,-1.496,2.723
M,-0.72,3.659,5.229
M,0.625,4.261,8.095
F,0.296,1.738,3.561
F,0.163,2.621,4.306
M,-0.199,4.706,5.806
M,0.43,2.459,6.026
M,0.12,3.818,6.761
M,0.246,2.254,4.818
M,2.384,7.325,7.531
F,0.989,3.207,3.46
M,1.592,4.265,5.594
F,0.097,1.18,3.153
F,-0.857,1.542,4.126
M,-0.267,4.214,5.558
F,0.522,0.785,3.247
M,0.977,5.366,6.776
F,-0.315,1.553,4.044
F,0.876,3.697,5.374
F,-0.468,1.728,4.039
F,0.202,0.109,2.159
F,-0.717,-2.103,3.241
F,-1.489,-0.594,4.405
M,1.257,2.766,3.244
F,-0.655,-0.12,-0.282
F,-0.662,0.888,3.755
F,-1.736,3.378,3.522
F,0.254,2.732,3.466
F,1.085,2.271,3.676
M,0.563,6.495,6.932
F,1.108,2.683,5.163
M,-0.719,4.81,5.108
M,-1.444,2.226,5.281
M,-0.858,4.595,8.419
M,0.534,2.962,7.626
M,-1.007,4.88,7.156
F,0.69,0.678,4.122
M,-0.886,4.207,6.909
M,-2.253,2.695,7.082
F,-2.511,-0.158,1.506
M,-0.41,4.331,6.455
M,0.248,4.717,7.771
F,-1.283,-2.442,0.857
F,-0.813,0.715,2.537
M,-0.084,1.692,6.96
M,0.111,1.683,5.385
M,-1.086,3.776,6.264
F,-1.503,1.695,3.454
M,-0.879,1.903,4.337
F,-1.594,-0.577,4.673
M,-0.187,4.652,8.851
M,-1.04,3.999,5.933
M,0.015,2.332,6.386
M,0.764,2.337,5.209
F,0.978,3.834,4.886
M,0.0,1.703,6.264
M,-0.271,3.426,7.765
F,-0.195,0.494,0.752
F,0.322,1.104,3.435
M,0.371,4.664,4.726
M,-0.491,4.696,8.972
M,0.733,2.977,9.347
M,0.093,3.678,5.308
M,0.23,4.81,9.4
F,-0.967,1.055,4.685
M,0.485,4.19,5.703
M,-1.109,1.428,5.061
F,-1.323,0.98,3.598
M,-0.025,0.419,2.836
F,-0.095,0.794,2.425
F,0.169,2.592,5.18
F,-0.048,1.995,4.854
M,0.538,4.545,8.45
F,1.08,2.761,3.267
F,0.297,1.123,3.847
F,0.925,1.759,4.066
F,-1.31,-0.574,0.913
F,-0.436,0.191,1.893
M,-0.465,2.151,3.67
M,-1.135,3.443,5.554
F,-0.821,2.884,7.269
F,-0.857,0.08,2.002
M,2.375,3.036,4.363
M,-0.996,0.127,6.164
F,0.836,3.411,4.169
M,0.268,1.828,5.931
F,0.821,4.634,5.961
M,-0.912,3.815,6.421
F,-1.028,-1.041,2.121
F,-0.98,-1.217,0.37
M,-1.043,4.786,6.268
M,-0.672,4.027,7.248
M,-1.442,2.664,5.712
M,0.765,4.335,7.859
F,0.595,1.62,2.088
M,-0.143,4.637,7.293
M,0.627,3.388,7.459
M,0.804,3.75,4.336
F,1.075,0.833,-0.311
F,2.039,2.801,2.654
F,-0.133,2.152,2.809
M,-1.828,3.048,6.511
M,2.097,6.025,9.258
M,0.544,4.746,6.256
M,-0.738,3.756,7.352
M,-1.524,2.322,3.451
M,-0.546,3.675,6.078
M,-1.543,0.963,6.697
F,0.31,0.456,3.829
F,-1.12,-0.318,5.653
F,2.275,4.163,6.216
M,-0.467,3.51,6.982
M,-1.84,3.061,3.898
M,-0.155,4.418,7.788
F,0.063,-0.367,3.174
F,-0.473,0.052,2.592
M,1.804,4.637,5.472
F,1.338,1.61,4.204
M,1.138,3.4,6.966
M,-0.32,1.902,6.074
F,1.795,2.761,3.339
M,-0.228,4.069,6.651
F,-0.337,2.354,2.92
M,-0.513,3.27,5.049
M,1.299,5.047,7.02
F,-0.773,2.939,5.318
F,-1.06,-1.142,3.701
F,-0.225,3.421,5.159
M,0.107,1.584,3.741
M,-1.821,1.981,4.893
M,0.737,4.154,7.725
M,0.703,4.181,6.347
M,0.989,2.426,4.05
F,0.648,1.755,5.634
F,1.474,2.237,5.021
F,0.088,1.855,3.027
M,0.498,3.333,4.356
F,1.068,2.409,3.349
F,0.697,2.795,3.86
F,0.874,1.465,4.425
M,-0.984,3.427,6.169
M,0.225,6.726,8.394
F,-0.556,0.923,3.022
F,0.423,2.856,4.538
F,1.199,1.038,2.112
M,2.364,5.375,7.484
M,0.888,5.542,9.305
M,-0.591,1.258,4.069
M,-0.738,2.265,6.256
F,-1.035,1.701,1.757
M,0.917,5.424,8.775
M,-0.562,3.245,4.208
M,-0.095,3.172,6.068
M,-0.132,0.342,4.127
F,0.063,0.57,4.432
M,0.971,5.434,7.978
M,0.309,6.115,8.763
M,0.927,4.972,8.451
M,-0.466,5.3,6.416
M,0.286,3.729,6.709
F,-0.264,2.922,5.97
F,-0.325,1.546,3.582
M,-0.822,3.958,6.705
F,-0.096,1.703,4.741
M,1.465,4.664,9.218
F,1.419,1.978,5.916
F,-0.423,1.363,5.271
M,-1.853,2.033,3.729
F,0.272,0.804,3.182
M,-0.504,3.669,5.436
F,-1.822,1.095,4.575
M,0.193,4.473,6.699
M,-1.589,2.113,6.741
M,0.238,3.115,7.505
F,-1.002,-0.033,1.331
F,-0.231,1.705,3.671
F,0.004,1.59,2.764
F,0.074,-0.338,4.132
M,-2.687,0.801,4.978
F,1.578,2.603,6.603
M,-0.582,3.364,6.029
M,1.491,7.341,6.305
M,-0.943,2.367,8.311
M,-0.05,4.945,9.935
M,-0.227,5.957,5.989
M,-0.094,3.217,6.763
M,-0.19,1.623,7.096
F,0.584,4.149,4.535
F,-1.151,-1.145,1.403
F,0.323,0.41,4.461
F,-2.086,-0.978,3.196
M,-0.045,5.39,5.415
M,0.143,1.82,5.307
F,-0.378,1.588,3.599
F,1.23,2.562,2.271
M,1.599,3.925,7.0
M,0.408,4.568,7.455
F,1.06,2.621,3.073
M,0.107,4.214,8.534
M,0.976,3.779,5.179
F,0.517,1.348,2.237
F,-1.015,-0.211,1.409
F,0.163,1.323,3.035
F,0.916,-0.282,2.174
F,-0.446,1.957,4.121
F,2.776,2.695,1.539
M,-1.753,3.094,4.688
F,-0.847,0.448,1.091
F,1.382,0.841,0.178
F,-1.478,0.05,1.556
F,-0.066,0.415,2.678
F,-0.51,0.805,4.062
F,0.132,0.912,2.377
M,0.302,5.174,6.072
M,1.076,4.894,5.125
M,-0.841,3.462,6.319
M,-3.082,2.291,5.433
F,-0.03,0.179,2.439
F,-0.076,0.577,3.574
F,-0.211,2.124,2.245
F,0.139,0.473,3.072
F,0.426,2.944,4.018
M,0.073,5.052,6.283
F,0.274,1.246,2.826
M,-0.462,4.45,7.022
M,-0.049,5.801,6.581
M,-0.336,3.164,8.933
F,0.432,1.06,3.544
F,-0.253,1.603,6.096
F,-0.446,0.121,4.466
M,-2.007,2.257,5.549
F,0.924,2.39,3.997
F,0.159,-1.301,2.175
M,0.064,3.123,6.107
M,-1.326,2.685,5.453
M,0.109,5.023,4.554
M,-0.539,1.588,4.035
M,-0.548,3.833,3.935
F,-0.12,1.033,1.614
M,1.022,5.249,7.369
M,-0.793,5.934,8.159
F,-2.416,-3.249,2.424
M,0.773,4.413,7.462
M,-0.439,1.445,3.555
M,0.646,3.392,7.555
M,-1.394,3.152,6.214
F,-0.662,-1.067,-0.143
M,2.167,4.263,5.498
M,1.099,3.705,5.072
F,-0.12,0.549,3.545
M,-0.497,3.79,5.051
M,-0.646,2.638,4.971
M,0.061,4.28,8.7
F,-0.945,0.645,4.091
F,-1.319,-0.515,2.471
M,-1.002,2.393,4.821
M,-0.196,3.031,5.877
F,0.732,4.328,6.812
M,-0.483,2.254,2.916
F,0.475,1.203,5.344
M,-1.452,2.883,4.849
F,0.832,0.662,3.99
F,1.375,-0.065,3.175
M,-1.118,2.442,5.378
F,1.564,2.111,6.742
M,0.352,3.681,4.504
M,-0.484,3.891,6.434
F,0.379,-0.495,2.637
F,0.598,2.569,3.63
F,0.676,1.572,4.25
M,0.52,3.578,5.844
M,-0.044,3.19,4.089
M,2.046,1.595,5.46
M,-0.517,3.349,5.124
M,0.1,4.458,6.56
F,-0.983,1.09,2.571
F,-0.639,1.459,2.796
F,1.126,1.47,3.87
M,-0.81,4.592,8.226
F,1.015,1.773,3.394
M,-0.621,3.385,4.875
M,0.366,3.245,3.345
F,1.193,1.908,5.386
F,0.817,2.785,2.837
F,-1.079,0.759,4.953
F,1.863,-0.275,1.847
F,0.046,0.564,1.538
F,-1.196,0.181,6.185
M,-0.002,1.208,3.687
F,-0.367,-0.071,3.502
F,0.661,1.537,2.121
M,-0.1,2.952,4.807
M,-0.981,3.183,7.739
M,0.303,3.297,7.334
M,-0.723,3.613,4.969
M,0.726,2.324,6.149
M,0.885,3.696,7.068
F,-0.059,2.767,3.513
F,-0.777,1.351,3.213
F,-1.252,3.007,3.995
M,-0.694,4.319,5.687
M,0.546,4.35,7.971
F,-1.413,1.65,3.341
M,-1.136,3.161,5.671
M,0.414,5.476,8.503
F,-0.216,-0.293,4.328
M,-0.139,4.072,7.749
M,2.934,4.683,8.715
M,-1.37,2.51,7.087
M,0.486,4.659,7.485
M,1.776,6.042,9.166
M,0.937,3.225,6.382
M,-0.512,1.697,7.327
F,0.583,3.39,2.79
M,-1.552,2.397,6.88
F,0.291,1.68,4.381
M,-0.59,3.206,6.047
F,0.095,1.609,2.315
M,-1.847,2.203,5.65
M,-0.071,5.171,8.34
F,1.483,1.426,4.325
F,1.424,1.126,4.407
M,-0.509,3.515,6.63
M,-1.62,1.89,5.625
M,-0.108,4.199,7.025
M,-0.397,5.455,6.388
F,-0.784,0.063,1.665
F,1.947,2.87,3.353
M,0.465,3.934,5.265
F,-0.613,0.599,3.274
F,0.406,1.86,4.323
F,0.201,-0.259,4.155
F,-0.132,0.719,7.566
M,-0.075,3.671,5.797
M,2.341,6.422,7.312
F,-0.181,1.256,2.548
M,-0.75,2.325,5.484
M,-0.39,3.331,5.454
M,-0.224,3.869,6.943
M,0.92,4.524,3.572
F,0.488,3.54,4.082
F,-1.458,-1.613,0.951
M,0.812,4.312,8.157
F,-0.57,1.067,0.409
F,-0.402,1.111,2.193
M,-0.485,3.331,4.064
M,-0.636,3.024,8.337
M,0.903,5.093,5.628
M,0.638,4.389,9.094
F,1.577,2.605,7.544
M,0.585,3.121,3.898
M,-0.622,3.953,3.698
F,0.498,1.246,2.975
F,0.471,2.118,2.556
F,1.118,1.738,5.964
F,-0.209,2.185,3.421
F,0.554,2.609,5.557
M,1.225,5.742,5.995
M,-0.598,3.779,7.947
F,-0.536,3.389,4.856
F,-0.036,1.439,3.663
F,0.817,3.445,2.803
F,0.18,0.924,1.55
F,0.641,1.74,2.033
M,0.596,4.265,7.622
M,-3.627,-0.224,1.679
M,0.314,2.627,6.151
M,1.777,4.911,8.013
M,-0.571,3.167,5.72
M,1.296,5.076,5.098
M,2.363,6.094,6.37
M,0.647,4.618,5.272
M,-0.128,2.744,3.172
M,-0.433,2.762,5.079
F,1.75,2.272,6.976
M,-0.731,2.136,6.073
F,1.332,1.34,3.997
M,-1.117,2.148,5.899
M,0.064,3.761,6.586
F,0.61,2.499,3.262
F,-0.887,1.78,2.078
F,-1.123,-3.28,1.666
M,-0.102,0.709,6.288
F,1.098,2.967,5.698
M,-0.12,2.843,7.506
M,-0.773,4.341,7.004
F,-0.286,0.567,3.659
M,-1.492,1.169,7.818
F,0.285,-1.12,3.326
F,1.201,2.307,2.664
M,-2.69,1.718,4.345
M,0.16,1.496,3.567
F,0.08,1.414,2.647
M,-0.964,2.975,6.403
F,0.415,-0.381,2.331
M,-0.213,4.923,6.791
M,-0.504,2.638,7.218
M,0.39,2.54,6.402
F,0.475,0.566,3.899
F,0.269,1.934,3.916
F,-1.358,-1.712,0.943
M,-1.545,2.922,9.224
M,0.208,5.271,8.5
M,-1.404,3.198,5.62
F,-0.915,-0.195,4.431
F,-0.554,1.502,4.144
F,-1.94,-1.994,2.065
F,-0.753,-0.952,1.811
F,-0.204,0.19,1.782
M,-1.107,1.762,5.109
M,1.958,4.813,6.806
M,0.493,5.033,7.486
M,0.215,3.315,7.973
M,0.748,2.199,4.713
M,1.574,3.356,3.723
M,-0.015,3.701,5.774
M,-0.762,3.555,6.285
F,0.6,2.279,4.055
M,0.778,4.587,7.078
F,0.577,2.067,3.708
F,0.284,0.147,1.977
F,-1.225,1.342,4.394
F,0.083,1.276,3.18
M,0.746,5.187,5.644
F,0.588,4.092,5.27
M,1.071,4.171,8.221
M,0.515,4.522,4.919
F,0.787,0.294,1.868
F,0.977,3.394,4.202
M,0.169,0.842,3.884
F,0.448,1.626,3.239
M,-1.328,1.528,6.952
M,-1.518,3.556,4.693
M,0.477,3.622,3.76
F,-0.276,2.418,3.684
M,1.56,4.844,5.626
F,0.388,3.326,7.823
F,-0.311,0.098,2.399
F,0.934,0.313,0.648
F,0.927,4.601,5.263
M,1.297,6.952,6.829
M,0.449,4.749,8.786
F,-0.542,0.09,2.994
M,2.123,4.657,4.696
F,0.451,0.738,2.625
M,-0.716,1.099,2.561
M,-0.342,1.488,5.908
M,-0.391,4.089,8.095
F,-0.047,2.37,7.326
M,1.138,5.939,6.747
F,0.458,1.846,4.385
M,-0.216,5.317,7.284
F,1.183,3.531,4.769
F,-0.528,-0.357,0.479
M,-0.783,3.48,5.241
F,-0.99,-0.385,1.134
F,-0.207,1.701,5.637
M,0.786,3.832,7.886
M,0.363,5.411,6.042
F,-0.368,1.732,2.621
F,-0.402,1.584,5.452
M,1.066,5.508,7.742
M,1.04,5.096,6.403
M,1.489,3.158,5.716
F,-1.693,0.566,0.597
F,-1.086,2.235,4.245
F,-1.62,1.954,5.978
M,0.147,3.33,7.363
M,-0.36,1.471,4.586
M,0.886,5.933,7.096
F,0.491,1.753,5.604
F,0.071,1.741,4.9
F,-1.193,1.369,2.506
F,-0.134,4.102,3.675
M,0.319,2.089,4.774
M,0.009,4.963,9.019
M,-0.935,1.341,2.437
M,0.28,4.847,8.878
F,-0.329,1.982,4.951
M,0.406,5.85,7.45
F,-0.957,2.522,4.657
F,-0.898,-0.321,4.341
M,0.342,2.903,6.371
F,0.88,0.471,3.278
M,0.637,3.859,7.661
F,0.784,-0.051,3.556
M,1.116,2.46,5.26
M,-1.948,1.17,3.603
M,-0.442,1.058,5.62
M,2.891,6.045,7.106
F,-0.878,-0.11,4.567
F,-1.023,1.783,3.651
M,1.621,3.132,6.094
F,-0.726,-0.376,2.414
F,0.008,0.651,2.728
F,0.635,1.401,4.4
M,1.182,3.921,8.02
F,-0.116,1.78,2.806
F,0.839,0.117,4.138
F,1.275,1.469,2.752
M,-0.16,2.564,5.776
F,-0.958,1.347,2.769
F,1.671,3.318,6.109
F,0.669,2.247,4.612
M,-0.666,4.122,5.714
F,1.056,2.144,1.71
M,0.955,3.633,7.535
M,1.253,3.083,6.812
M,-0.248,2.694,5.069
F,1.668,4.269,3.916
F,-0.44,1.636,1.092
M,0.778,3.848,6.056
F,-0.304,-1.249,0.481
F,-0.436,3.369,1.916
F,0.64,3.105,5.947
F,-1.558,-1.118,1.908
F,-2.076,-0.798,2.371
F,0.687,0.802,0.68
F,1.32,1.639,4.933
F,-0.379,1.065,4.259
F,0.51,3.736,6.421
F,1.973,1.909,5.398
F,-0.738,0.124,4.007
F,0.686,3.163,4.775
M,-0.908,2.768,4.308
M,-0.62,3.624,6.741
F,-0.918,0.178,3.992
M,-1.347,3.278,4.331
M,-0.916,2.014,5.009
F,-1.343,-0.221,1.442
M,-2.065,1.118,5.506
M,-0.633,1.874,4.663
M,-0.077,3.479,8.963
F,-0.541,-1.34,3.564
F,0.952,3.027,3.636
F,-0.857,1.342,0.419
F,-1.16,-0.908,3.112
M,-0.558,5.473,6.803
F,1.646,0.474,3.231
M,0.105,5.038,8.172
F,0.216,-0.714,3.787
F,1.729,2.361,2.809
F,1.297,3.885,5.947
M,-1.376,4.117,8.617
M,-0.445,2.925,5.401
F,-0.153,2.261,6.136
M,-0.99,3.212,4.57
F,1.535,2.943,4.66
M,-0.159,4.933,6.108
F,0.903,3.835,5.38
M,2.071,5.912,7.966
F,-0.986,-1.016,4.184
M,0.207,3.366,7.857
M,-1.95,2.066,2.55
M,-0.599,2.675,4.821
M,0.997,5.199,7.643
F,-0.844,0.332,3.375
M,-0.282,2.6,6.741
M,0.378,2.383,5.361
F,-0.361,1.137,3.753
M,-0.552,2.929,5.453
F,-0.627,0.394,2.26
F,-0.438,0.286,2.128
F,0.257,1.423,2.564
F,0.91,4.306,1.791
F,0.098,1.191,2.496
M,-0.266,3.982,7.457
M,0.326,3.943,5.537
M,-0.576,2.344,5.906
M,-0.96,2.882,8.437
F,0.291,1.553,4.514
M,-0.538,5.444,7.525
F,-0.946,-1.356,1.011
F,0.797,1.14,4.966
F,-0.757,1.514,-0.232
M,-1.742,1.388,4.663
F,-0.714,0.501,-0.095
M,0.787,4.535,5.81
M,-0.087,4.971,5.593
F,1.078,3.661,4.678
M,0.086,3.912,5.42
M,-1.291,3.428,7.333
M,0.801,5.734,8.13
M,-0.314,3.936,6.079
M,0.539,2.848,6.457
M,0.417,4.975,7.266
F,-0.221,0.296,0.949
M,1.029,4.927,6.891
F,-0.696,0.833,0.958
M,1.612,3.119,7.592
F,-0.517,2.133,4.79
F,-0.674,4.245,5.329
F,-0.39,3.402,3.048
M,0.133,2.963,7.867
F,-1.044,-0.497,0.751
M,-0.223,4.901,8.142
M,0.731,3.647,6.679
M,0.508,3.509,5.385
M,0.904,4.111,7.762
M,-0.464,2.1,4.739
M,-0.548,2.754,7.772
M,-0.506,3.961,6.562
M,-2.333,3.344,4.207
F,-0.942,-2.233,2.426
F,-0.039,1.443,2.632
M,-0.158,4.394,9.205
M,-0.614,4.791,9.342
M,0.886,2.683,7.204
F,-0.881,-1.652,0.837
F,-0.677,-0.515,4.736
M,-1.182,2.972,7.847
M,-1.333,1.644,5.484
M,-0.009,3.843,7.652
M,0.549,4.847,6.643
M,-0.61,1.229,4.281
F,-1.285,-1.04,0.393
F,-0.647,0.08,0.149
F,0.182,0.541,5.654
M,-1.403,3.329,7.173
F,-0.178,2.021,4.217
M,-1.288,2.325,4.407
M,-0.403,3.849,6.383
F,-0.861,1.046,2.806
M,-0.798,2.249,4.413
F,-0.642,-0.173,3.639
M,-0.64,1.268,3.54
F,-1.323,1.918,5.724
M,1.203,4.477,6.528
M,0.892,5.453,8.946
F,-1.805,1.504,3.77
F,0.448,3.41,3.315
M,0.282,6.707,9.763
M,1.882,9.106,8.363
F,-0.995,0.982,4.316
M,-0.391,2.614,5.619
F,1.36,1.206,4.298
F,2.399,4.276,6.019
F,0.386,1.213,2.023
F,1.094,2.797,5.238
F,-1.139,1.098,4.96
F,0.874,1.024,4.623
M,2.625,5.972,7.938
F,-0.107,1.043,2.792
F,-0.442,1.417,2.113
M,1.992,5.028,6.072
M,-0.322,5.136,6.969
F,0.654,0.354,1.351
M,-1.036,3.315,4.688
F,0.562,0.976,1.924
F,-0.975,1.165,4.786
F,0.53,0.235,2.704
F,0.503,1.314,4.024
F,-0.845,-0.124,2.56
F,0.21,0.372,3.564
M,-0.827,3.356,7.033
M,0.283,2.784,3.987
M,-0.939,1.273,6.587
M,0.803,4.013,4.198
M,-0.869,0.661,2.971
F,2.032,2.405,3.734
F,1.541,0.398,4.335
F,0.392,-0.179,5.357
M,0.385,3.908,7.53
F,-0.101,-1.181,3.243
F,-1.241,3.024,4.251
M,-0.89,1.755,6.943
F,1.664,3.614,3.692
M,1.487,6.324,7.756
F,0.014,1.532,-0.416
F,-0.053,2.398,5.971
F,0.12,-0.116,3.762
M,-0.05,3.919,5.008
F,0.073,-0.568,3.451
F,1.664,1.756,3.073
M,0.14,3.605,7.214
F,0.26,0.98,0.636
M,-1.26,1.893,5.403
M,0.563,4.294,9.24
M,0.506,5.445,7.127
M,0.735,3.043,6.855
M,-0.442,1.093,1.42
F,-0.142,-0.893,2.026
M,0.757,4.661,5.862
M,0.935,1.719,5.733
M,-0.061,4.02,6.168
F,-0.354,2.916,3.436
M,0.863,2.732,6.974
M,0.593,2.627,7.482
M,0.148,2.602,6.121
M,-0.558,1.164,6.179
F,0.85,2.196,4.1
M,-0.168,3.802,9.483
M,-0.879,2.736,4.8
M,1.534,5.376,5.982
M,-0.937,4.579,5.466
M,0.368,2.271,5.11
M,0.247,5.231,5.617
F,0.577,1.799,3.084
M,0.196,3.923,2.604
F,1.751,4.199,7.075
F,-0.241,0.311,2.107
F,0.056,0.709,3.602
F,-0.376,-0.135,3.487
